x,y,is_wall
0.22,-0.4,1
0.25,-0.4,1
0.26,-0.4,1
0.27,-0.4,1
0.28,-0.4,1
-0.26,-0.22,1
0.75,0.21,0
0.29,-0.4,1
0.3,-0.4,1
1.7,-0.62,0
-0.25,-0.03,1
0.74,-0.37,1
0.81,0.35,0
1.35,-0.16,1
1.33,-0.21,1
0.62,0.38,1
1.05,0.14,1
0.25,0.4,1
0.65,0.27,1
1.3,-0.32,0
0.86,0.14,1
-0.11,0.41,1
0.06,0.4,1
1.08,0.16,1
0.35,-0.41,1
1.34,-0.21,1
0.61,0.38,1
0.85,0.14,1
-0.12,0.41,1
0.05,0.4,1
1.07,0.16,1
0.99,-0.39,0
1.36,0.07,1
1.33,-0.31,1
1.02,0.15,1
0.36,-0.41,1
0.37,-0.41,1
0.83,0.14,1
-0.14,0.41,1
0.03,0.4,1
0.38,-0.41,1
-0.23,0.1,1
0.72,-0.33,1
0.39,-0.41,1
-0.24,-0.36,1
0.76,0.17,1
0.13,0.39,1
-0.04,0.4,1
0.93,0.13,1
0.81,0.14,1
-0.16,0.41,1
0.01,0.4,1
0.69,0.24,1
0.8,0.14,1
-0.17,0.41,1
0,0.4,1
1.33,-0.3,1
1.02,0.16,1
0.99,-0.38,0
1.36,0.08,1
0.43,-0.41,1
0.44,-0.41,1
0.86,-0.37,1
0.69,0.35,1
0.45,-0.4,1
0.62,-0.36,1
0.46,-0.4,1
0.63,-0.36,1
0.78,-0.4,1
0.77,0.32,1
0.73,0.22,1
-0.24,-0.21,1
1.33,-0.34,1
-0.22,-0.38,1
2.53,-0.71,0
0.5,-0.4,1
0.67,-0.36,1
0.6,0.39,1
1.35,-0.2,1
0.52,-0.4,1
0.86,0.36,1
0.69,-0.36,1
1.33,-0.14,1
0.53,-0.4,1
0.85,0.36,1
0.7,-0.36,1
-0.25,-0.08,1
0.74,0.35,1
0.81,-0.37,1
0.65,0.34,1
0.9,-0.38,1
1.33,-0.23,1
0.93,-0.36,0
-0.24,0.13,1
1,0.17,1
1.35,-0.29,1
0.96,-0.36,1
0.59,0.36,1
1.36,-0.23,1
0.68,-0.39,0
1.36,-0.18,1
1.36,-0.11,1
1.36,-0.09,1
1.37,-0.07,1
0.96,0.13,1
-0.01,0.4,1
0.16,0.39,1
1.36,-0,1
-0.09,0.42,1
0.08,0.41,1
0.88,0.15,1
0.86,0.16,1
0.97,0.17,1
1.37,0.04,1
0.91,-0.34,1
0.64,0.38,1
-0.21,0.34,1
2.48,-0.69,0
0.74,-0.38,1
0.81,0.34,1
1.36,0.11,1
0.56,0.37,1
0.82,-0.39,1
-0.24,-0.1,1
0.73,0.33,1
-0.24,-0.31,1
-0.24,0.39,1
0.73,0.11,1
-0.24,-0.32,1
-0.24,0.38,1
-0.25,-0.35,1
-0.23,0.35,1
-0.24,0.14,1
0.79,0.33,0
0.76,-0.39,1
-0.24,0.12,1
1.62,-0.62,1
-0.24,0.11,1
1.82,-0.68,0
1.33,-0.25,1
0.93,-0.38,1
0.73,-0.33,1
-0.24,0.1,1
0.73,-0.34,1
-0.24,0.09,1
0.73,-0.38,1
-0.24,0.05,1
0.82,0.34,1
0.65,0.38,1
1.62,-0.66,1
0.73,-0.36,1
0.82,0.36,1
-0.24,0.07,1
-0.25,-0.02,1
0.74,0.38,1
0.81,-0.34,1
-0.25,-0.05,1
1.32,-0.18,1
0.81,-0.35,1
0.74,0.37,1
-0.25,-0.06,1
0.64,-0.35,1
0.74,0.34,1
0.81,-0.38,1
-0.25,-0.09,1
0.64,-0.38,1
1.18,0.15,1
0.78,0.28,1
-0.22,0.42,1
0.75,0.15,1
-0.26,-0.28,1
0.38,0.38,1
0.78,0.25,1
-0.26,-0.32,1
0.78,0.21,1
0.42,-0.4,1
0.67,0.35,1
0.88,-0.37,1
1.65,-0.66,1
0.76,-0.36,1
0.79,0.36,1
1.35,-0.18,1
0.57,-0.4,1
1.37,-0.14,1
1.35,-0.02,1
1.36,0.16,1
0.86,0.17,1
1.37,0.05,1
0.59,-0.39,1
-0.24,0.18,1
2.3,-0.64,0
1.39,0.09,1
0.96,-0.37,0
1.39,0.08,1
0.96,-0.38,0
1.36,-0.25,1
1.37,0.01,1
0.17,0.4,1
0.97,0.14,1
-0.05,0.42,1
0.12,0.41,1
1.32,0.02,1
0.92,0.15,1
-0.19,0.42,1
0.78,0.15,1
0.92,0.14,1
0.12,0.4,1
-0.05,0.41,1
-0.24,-0.33,1
-0.24,0.37,1
1.59,-0.64,1
0.7,-0.34,1
1.78,-0.66,0
0.66,0.36,1
0.89,-0.36,1
1.35,-0.27,1
0.95,-0.36,0
1.35,-0.23,1
1.37,-0.09,1
-0.11,0.42,1
0.06,0.41,1
0.86,0.15,1
0.75,0.19,1
-0.26,-0.24,1
1.29,0.17,1
1.18,0.16,1
0.78,0.29,1
2.39,-0.67,1
0.7,0.34,1
0.85,-0.38,1
1.34,-0.31,0
1.01,0.15,1
1,-0.39,0
1.35,0.07,1
0.8,0.13,1
0.92,0.16,1
-0.26,-0.23,1
0.75,0.2,1
-0.21,0.41,1
0.76,0.14,1
0.68,0.17,1
-0.25,-0.21,1
0.74,0.22,1
0.78,0.31,0
0.85,-0.37,1
0.7,0.35,1
-0.09,0.4,1
-0.1,0.4,1
-0.26,0.4,1
0.6,-0.39,1
1.67,-0.67,1
0.77,0.35,1
0.78,-0.37,1
1.79,-0.66,0
0.65,0.36,1
0.9,-0.36,1
0.61,0.36,1
1.34,-0.23,1
0.94,-0.36,0
1.35,-0.11,1
1.35,-0.05,1
1.37,-0.02,1
0.58,0.39,1
1.37,-0.2,1
1.38,0.13,1
1.34,-0.24,1
0.94,-0.37,0
0.95,0.15,1
1.35,0.02,1
-0.13,0.41,1
0.04,0.4,1
0.84,0.14,1
0.67,0.28,1
1.07,0.15,1
1.37,0.02,1
0.97,0.15,1
0.75,0.26,1
0.35,0.39,1
1.37,0.15,1
0.71,0.14,1
-0.26,0.41,1
0.33,-0.4,1
-0.24,0.16,1
0.33,-0.41,1
-0.24,0.15,1
0.79,0.34,0
0.76,-0.38,1
-0.26,-0.31,1
0.78,0.22,1
0.11,-0.39,1
-0.06,-0.4,1
0.03,-0.39,1
0.82,0.33,1
-0.24,0.04,1
0.73,-0.39,1
1.3,-0.22,1
0.65,0.37,1
0.9,-0.35,0
1.6,-0.65,1
-0.22,0.08,1
0.71,-0.35,1
1.35,-0.09,1
0.95,0.13,1
0.15,0.39,1
-0.02,0.4,1
1.35,-0,1
-0.23,-0,1
1.23,0.16,1
-0.06,0.42,1
0.11,0.41,1
0.91,0.15,1
0.91,0.16,1
-0.26,-0.26,1
0.75,0.17,1
-0.26,-0.25,1
0.75,0.18,1
-0.11,0.4,1
0.82,0.35,1
-0.24,0.06,1
0.73,-0.37,1
0.75,0.35,1
0.8,-0.37,1
0.69,0.36,1
0.86,-0.36,1
2.34,-0.65,0
0.75,0.36,1
0.8,-0.36,1
0.63,-0.4,1
1.35,-0.07,1
1.35,0.06,1
0.21,0.4,1
1.34,-0.32,1
1.01,0.14,1
1.25,0.16,1
-0.25,-0.15,1
1.14,0.15,1
0.74,0.28,1
1.31,-0.31,1
1.04,0.15,1
0.97,-0.39,1
1.38,0.07,1
1.31,-0.29,1
1.04,0.17,1
0.97,-0.37,1
1.38,0.09,1
0.3,0.38,1
0.7,0.25,1
0.25,-0.41,1
0.61,-0.36,1
0.44,-0.4,1
0.67,-0.38,1
0.6,0.37,1
1.35,-0.22,1
1.66,-0.67,1
0.78,0.35,1
0.77,-0.37,1
0.65,0.35,1
0.9,-0.37,1
0.55,-0.4,1
1.35,-0.14,1
1.37,-0.11,1
0.36,-0.4,1
1.61,-0.65,1
-0.23,0.08,1
0.72,-0.35,1
1.35,-0.13,1
0.55,-0.39,1
-0.22,0,1
1.24,0.16,1
-0.1,0.42,1
0.07,0.41,1
0.87,0.15,1
0.83,-0.35,1
-0.23,-0.06,1
0.72,0.37,1
1.18,0.13,1
0.78,0.26,1
0.38,0.39,1
0.77,0.26,1
0.37,0.39,1
0.76,0.26,1
0.36,0.39,1
-0.24,0.19,1
0.15,-0.39,1
-0.02,-0.4,1
0.37,-0.4,1
0.63,-0.35,1
1.36,-0.15,1
1.36,-0.06,1
1,0.42,1
1.35,-0.04,1
1.37,0.16,1
0.86,-0.4,1
0.69,0.32,1
1.36,0.04,1
0.96,0.17,1
0.79,0.21,1
-0.25,-0.22,1
0.74,0.21,1
-0.26,-0.2,1
0.75,0.23,1
0.81,-0.41,1
-0.25,-0.12,1
0.74,0.31,1
0.72,0.13,1
-0.25,0.4,1
0.95,-0.37,0
1.35,-0.24,1
0.55,-0.41,1
1.35,-0.15,1
0.56,-0.39,1
1.36,-0.13,1
1.35,0.09,1
-0.17,0.42,1
-0,0.41,1
0.8,0.15,1
0.78,0.16,1
2.49,-0.7,0
-0.22,0.33,1
-0.26,-0.37,1
0.84,-0.36,1
0.71,0.36,1
0.62,-0.35,1
0.76,0.33,1
0.79,-0.39,1
1.69,-0.68,1
0.75,0.34,1
0.8,-0.38,1
1.77,-0.66,0
0.67,0.36,1
0.88,-0.36,1
0.76,-0.4,1
0.79,0.32,1
0.12,-0.39,1
-0.05,-0.4,1
2.43,-0.67,0
0.66,0.34,1
0.89,-0.38,1
1.36,-0.04,1
0.95,0.17,1
1.35,0.04,1
0.84,0.16,1
-0.2,-0.38,1
0.28,-0.41,1
0.29,-0.41,1
0.75,0.33,0
0.8,-0.39,1
0.7,0.36,1
0.85,-0.36,1
1.34,-0.3,1
1.01,0.16,1
1.35,-0.3,1
1,0.16,1
1.32,-0.21,1
0.63,0.38,1
0.26,0.4,1
0.66,0.27,1
1.29,-0.32,0
0.75,-0.38,1
0.8,0.34,1
0.68,0.35,1
0.87,-0.37,1
1.35,-0.03,1
1.36,0.02,1
0.96,0.15,1
0.79,0.19,1
-0.18,0.42,1
0.79,0.15,1
1.11,0.16,1
0.71,0.29,1
-0.26,-0.18,1
0.35,0.38,1
0.75,0.25,1
0.7,0.15,1
-0.26,-0.21,1
0.75,0.22,1
1.65,-0.67,1
0.76,-0.37,1
0.79,0.35,1
1.06,0.15,1
-0.13,0.42,1
2.4,-0.61,0
0.04,0.41,1
0.84,0.15,1
-0.24,0,1
1.22,0.16,1
0.89,0.17,1
-0.06,0.41,1
0.11,0.4,1
0.91,0.14,1
-0.25,-0.25,1
0.74,0.18,1
0.84,-0.39,1
0.71,0.33,1
0.77,0.33,0
0.78,-0.39,1
1.34,-0.04,1
1.34,-0.05,1
0.2,0.4,1
1.35,-0.32,0
1,0.14,1
1.34,0.06,1
0.32,0.39,1
-0.23,-0.17,1
0.72,0.26,1
0.83,0.27,1
1.23,0.14,1
0.32,0.38,1
-0.23,-0.18,1
0.72,0.25,1
2.38,-0.67,0
0.69,0.25,1
0.29,0.38,1
0.13,0.4,1
-0.04,0.41,1
-0.25,-0.34,1
-0.23,0.36,1
0.78,0.33,0
0.77,-0.39,1
1.68,-0.68,1
0.76,0.34,1
0.79,-0.38,1
0.54,-0.39,1
1.34,-0.13,1
1.36,0.01,1
-0.01,0.41,1
0.16,0.4,1
0.96,0.14,1
0.69,-0.38,1
0.78,0.34,0
0.77,-0.38,1
1.19,0.15,1
0.79,0.28,1
0.31,0.39,1
0.71,0.26,1
1.3,-0.31,1
1.05,0.15,1
1.37,0.03,1
0.97,0.16,1
-0.15,0.42,1
0.02,0.41,1
0.82,0.15,1
-0.19,-0.38,1
0.81,0.17,1
0.69,0.13,1
0.9,0.16,1
0.68,-0.36,1
0.87,0.36,1
2.42,-0.67,1
0.67,0.34,1
0.88,-0.38,1
2.42,-0.68,0
0.68,0.33,1
0.87,-0.39,1
0.53,-0.39,1
1.33,-0.13,1
1.34,-0.02,1
0.82,-0.35,1
-0.24,-0.06,1
0.73,0.37,1
0.75,0.39,1
0.8,-0.33,1
0.46,-0.41,1
0.63,-0.37,1
-0.25,0,1
0.81,0.29,1
1.21,0.16,1
-0.24,-0.24,1
0.73,0.19,1
1.13,0.16,1
-0.24,-0.14,1
0.73,0.29,0
1.08,0.15,1
0.68,0.28,1
0.88,0.37,1
0.67,-0.35,1
1.38,0.05,1
0.82,0.16,1
-0.22,0.04,1
0.71,-0.39,0
0.83,0.34,1
-0.23,0.05,1
0.72,-0.38,1
1.35,-0.06,1
0.94,0.15,1
1.34,0.02,1
-0.25,-0.18,1
0.34,0.38,1
0.74,0.25,1
0.76,0.13,1
0.71,0.32,1
0.84,-0.4,1
1.37,-0.27,1
0.97,-0.4,1
1.38,0.06,1
0.86,-0.39,1
0.69,0.33,1
0.79,0.31,0
0.7,-0.38,0
1.61,-0.62,0
-0.23,0.11,1
0.72,-0.32,1
0.13,0.41,1
0.93,0.15,1
1.33,0.02,1
-0.15,0.41,1
0.02,0.4,1
0.82,0.14,1
1.34,-0.33,0
0.21,0.39,1
1.01,0.13,1
0.77,0.13,1
0.61,-0.35,1
-0.24,-0.22,1
0.73,0.21,1
0.8,0.16,1
1.33,-0.07,1
1.37,-0.03,1
-0.2,0.41,1
0.77,0.14,1
0.8,0.24,1
0.74,0.29,0
-0.25,-0.14,1
1.14,0.16,1
-0.25,-0.13,1
0.74,0.3,1
1.14,0.17,1
0.77,-0.4,1
0.78,0.32,1
0.79,0.2,1
0.63,-0.34,1
